tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
sái-sìng-tuē,使性地,16,sái-sèng-tōe,sai2sing3tue7,sai2seng3toe7,saisingtue,saisengtoe
sái-sìng-tē,使性地,16,sái-sèng-tē,sai2sing3te7,sai2seng3te7,saisingte,saisengte
sái-àm-pōo,使暗步,16,sái-àm-pō͘,sai2am3poo7,sai2am3poo7,saiampoo,saiampoo
sái-àm-to̍k,使暗毒,16,sái-àm-to̍k,sai2am3tok8,sai2am3tok8,saiamtok,saiamtok
sái-àm-tsìnn,使暗箭,16,sái-àm-chìⁿ,sai2am3tsinn3,sai2am3chinn3,saiamtsinn,saiamchinn
sú-iōng-lâng,使用人,16,sú-iōng-lâng,su2iong7lang5,su2iong7lang5,suionglang,suionglang
sú-iōng-khuân,使用權,16,sú-iōng-khoân,su2iong7khuan5,su2iong7khoan5,suiongkhuan,suiongkhoan
sú-iōng-kuân,使用權,16,sú-iōng-koân,su2iong7kuan5,su2iong7koan5,suiongkuan,suiongkoan
sú-iōng-tsiá,使用者,16,sú-iōng-chiá,su2iong7tsia2,su2iong7chia2,suiongtsia,suiongchia
sái-ba̍k-bué,使目尾,16,sái-ba̍k-bóe,sai2bak8bue2,sai2bak8boe2,saibakbue,saibakboe
sái-ba̍k-bé,使目尾,16,sái-ba̍k-bé,sai2bak8be2,sai2bak8be2,saibakbe,saibakbe
sái-ba̍k-bér,使目尾,16,sái-ba̍k-bér,sai2bak8ber2,sai2bak8ber2,saibakber,saibakber
sái-ba̍k-tsìnn,使目箭,16,sái-ba̍k-chìⁿ,sai2bak8tsinn3,sai2bak8chinn3,saibaktsinn,saibakchinn
sái-uē-tú,使話拄,16,sái-ōe-tú,sai2ue7tu2,sai2oe7tu2,saiuetu,saioetu
lâi-leh-sé,來咧洗,16,lâi-leh-sé,lai5lehse2,lai5lehse2,lailehse,lailehse
lâi-gī-hiong,來義鄉,16,lâi-gī-hiong,lai5gi7hiong,lai5gi7hiong,laigihiong,laigihiong
piān-muê-lâng,便媒人,16,piān-môe-lâng,pian7mue5lang5,pian7moe5lang5,pianmuelang,pianmoelang
piān-muî-lâng,便媒人,16,piān-mûi-lâng,pian7mui5lang5,pian7mui5lang5,pianmuilang,pianmuilang
piān-sóo-thâng,便所蟲,16,piān-só͘-thâng,pian7soo2thang5,pian7soo2thang5,piansoothang,piansoothang
piān-tiâu-á,便條仔,16,piān-tiâu-á,pian7tiau5a2,pian7tiau5a2,piantiaua,piantiaua
piān-tiâu-tsuá,便條紙,16,piān-tiâu-chóa,pian7tiau5tsua2,pian7tiau5choa2,piantiautsua,piantiauchoa
piān-tshài-pn̄g,便菜飯,16,piān-chhài-pn̄g,pian7tshai3png7,pian7chhai3png7,piantshaipng,pianchhaipng
piān-io̍h-á,便藥仔,16,piān-io̍h-á,pian7ioh8a2,pian7ioh8a2,pianioha,pianioha
tshik-huè-siū,促歲壽,16,chhek-hòe-siū,tshikhue3siu7,chhekhoe3siu7,tshikhuesiu,chhekhoesiu
tshik-hè-siū,促歲壽,16,chhek-hè-siū,tshikhe3siu7,chhekhe3siu7,tshikhesiu,chhekhesiu
sio̍k-gí-uē,俗語話,16,sio̍k-gí-ōe,siok8gi2ue7,siok8gi2oe7,siokgiue,siokgioe
sio̍k-gú-uē,俗語話,16,sio̍k-gú-ōe,siok8gu2ue7,siok8gu2oe7,siokguue,siokguoe
pó-an-king,保安宮,16,pó-an-keng,po2anking,po2ankeng,poanking,poankeng
pó-an-kiong,保安宮,16,pó-an-kiong,po2ankiong,po2ankiong,poankiong,poankiong
pó-un-pue,保溫杯,16,pó-un-poe,po2unpue,po2unpoe,pounpue,pounpoe
pó-tsìng-jîn,保證人,16,pó-chèng-jîn,po2tsing3jin5,po2cheng3jin5,potsingjin,pochengjin
pó-tsìng-lîn,保證人,16,pó-chèng-lîn,po2tsing3lin5,po2cheng3lin5,potsinglin,pochenglin
pó-tsìng-kim,保證金,16,pó-chèng-kim,po2tsing3kim,po2cheng3kim,potsingkim,pochengkim
pó-sin-hû,保身符,16,pó-sin-hû,po2sinhu5,po2sinhu5,posinhu,posinhu
pó-hiám-huì,保險費,16,pó-hiám-hùi,po2hiam2hui3,po2hiam2hui3,pohiamhui,pohiamhui
pó-hiám-kim,保險金,16,pó-hiám-kim,po2hiam2kim,po2hiam2kim,pohiamkim,pohiamkim
pó-ióng-phín,保養品,16,pó-ióng-phín,po2iong2phin2,po2iong2phin2,poiongphin,poiongphin
pó-ióng-tiûnn,保養場,16,pó-ióng-tiûⁿ,po2iong2tiunn5,po2iong2tiunn5,poiongtiunn,poiongtiunn
pó-lîng-kiû,保齡球,16,pó-lêng-kiû,po2ling5kiu5,po2leng5kiu5,polingkiu,polengkiu
sìn-gī-khu,信義區,16,sìn-gī-khu,sin3gi7khu,sin3gi7khu,singikhu,singikhu
sìn-gī-hiong,信義鄉,16,sìn-gī-hiong,sin3gi7hiong,sin3gi7hiong,singihiong,singihiong
khū-lo̍k-pōo,俱樂部,16,khū-lo̍k-pō͘,khu7lok8poo7,khu7lok8poo7,khulokpoo,khulokpoo
kò-guā-ge̍h,個外月,16,kò-gōa-ge̍h,ko3gua7geh8,ko3goa7geh8,koguageh,kogoageh
kò-guā-gue̍h,個外月,16,kò-gōa-goe̍h,ko3gua7gueh8,ko3goa7goeh8,koguagueh,kogoagoeh
kóo-guā-ge̍h,個外月,16,kó͘-gōa-ge̍h,koo2gua7geh8,koo2goa7geh8,kooguageh,koogoageh
kóo-guā-gue̍h,個外月,16,kó͘-gōa-goe̍h,koo2gua7gueh8,koo2goa7goeh8,kooguagueh,koogoagoeh
tò--khì,倒去,16,tò--khì,to3khi3,to3khi3,tokhi,tokhi
tò-tiàu-tsí,倒吊子,16,tò-tiàu-chí,to3tiau3tsi2,to3tiau3chi2,totiautsi,totiauchi
tò-tshiú-kuat,倒手抉,16,tò-chhiú-koat,to3tshiu2kuat,to3chhiu2koat,totshiukuat,tochhiukoat
tò-tshiú-kuaih,倒手拐,16,tò-chhiú-koaih,to3tshiu2kuaih,to3chhiu2koaih,totshiukuaih,tochhiukoaih
tò-tshiú-kuái,倒手拐,16,tò-chhiú-koái,to3tshiu2kuai2,to3chhiu2koai2,totshiukuai,tochhiukoai
tòr-tshiú-kuainnh,倒手拐,16,tòr-chhiú-koaiⁿh,tor3tshiu2kuainnh,tor3chhiu2koainnh,tortshiukuainnh,torchhiukoainnh
tòr-tshiú-kuáinn,倒手拐,16,tòr-chhiú-koáiⁿ,tor3tshiu2kuainn2,tor3chhiu2koainn2,tortshiukuainn,torchhiukoainn
tò-tshiú-pîng,倒手爿,16,tò-chhiú-pêng,to3tshiu2ping5,to3chhiu2peng5,totshiuping,tochhiupeng
tòr-pha-siû,倒拋泅,16,tòr-pha-siû,tor3phasiu5,tor3phasiu5,torphasiu,torphasiu
tò-siàng-hiànn,倒摔向,16,tò-siàng-hiàⁿ,to3siang3hiann3,to3siang3hiann3,tosianghiann,tosianghiann
tó-huē-á,倒會仔,16,tó-hōe-á,to2hue7a2,to2hoe7a2,tohuea,tohoea
tó-hē-á,倒會仔,16,tó-hē-á,to2he7a2,to2he7a2,tohea,tohea
tò-thè-lu,倒退攄,16,tò-thè-lu,to3the3lu,to3the3lu,tothelu,tothelu
tò-thâu-tsai,倒頭栽,16,tò-thâu-chai,to3thau5tsai,to3thau5chai,tothautsai,tothauchai
tò-thâu-thuî,倒頭槌,16,tò-thâu-thûi,to3thau5thui5,to3thau5thui5,tothauthui,tothauthui
tò-thâu-senn,倒頭生,16,tò-thâu-seⁿ,to3thau5senn,to3thau5senn,tothausenn,tothausenn
tò-thâu-sinn,倒頭生,16,tò-thâu-siⁿ,to3thau5sinn,to3thau5sinn,tothausinn,tothausinn
tò-thâu-kiânn,倒頭行,16,tò-thâu-kiâⁿ,to3thau5kiann5,to3thau5kiann5,tothaukiann,tothaukiann
hiō-suán-jîn,候選人,16,hiō-soán-jîn,hio7suan2jin5,hio7soan2jin5,hiosuanjin,hiosoanjin
hiō-suán-lîn,候選人,16,hiō-soán-lîn,hio7suan2lin5,hio7soan2lin5,hiosuanlin,hiosoanlin
hāu-suán-jîn,候選人,16,hāu-soán-jîn,hau7suan2jin5,hau7soan2jin5,hausuanjin,hausoanjin
hāu-suán-lîn,候選人,16,hāu-soán-lîn,hau7suan2lin5,hau7soan2lin5,hausuanlin,hausoanlin
tsioh--lâng,借人,16,chioh--lâng,tsiohlang5,chiohlang5,tsiohlang,chiohlang
khong--ê,倥的,16,khong--ê,khonge5,khonge5,khonge,khonge
tshiànn--ê,倩个,16,chhiàⁿ--ê,tshiann3e5,chhiann3e5,tshianne,chhianne
tshiànn--ê,倩的,16,chhiàⁿ--ê,tshiann3e5,chhiann3e5,tshianne,chhianne
ké-tshuì-khí,假喙齒,16,ké-chhùi-khí,ke2tshui3khi2,ke2chhui3khi2,ketshuikhi,kechhuikhi
ké-hó-sue,假好衰,16,ké-hó-soe,ke2ho2sue,ke2ho2soe,kehosue,kehosoe
ké-bô-ì,假無意,16,ké-bô-ì,ke2bo5i3,ke2bo5i3,keboi,keboi
ké-gîn-phiò,假銀票,16,ké-gîn-phiò,ke2gin5phio3,ke2gin5phio3,keginphio,keginphio
ké-gûn-phiò,假銀票,16,ké-gûn-phiò,ke2gun5phio3,ke2gun5phio3,kegunphio,kegunphio
phian-phian-á,偏偏仔,16,phian-phian-á,phianphiana2,phianphiana2,phianphiana,phianphiana
tsuè-tshit-li̍t,做七日,16,chòe-chhit-li̍t,tsue3tshitlit8,choe3chhitlit8,tsuetshitlit,choechhitlit
tsuè--lâng,做人,16,chòe--lâng,tsue3lang5,choe3lang5,tsuelang,choelang
tsò--lâng,做人,16,chò--lâng,tso3lang5,cho3lang5,tsolang,cholang
tsuè-lîn-tsîng,做人情,16,chòe-lîn-chêng,tsue3lin5tsing5,choe3lin5cheng5,tsuelintsing,choelincheng
tsò-jîn-tsîng,做人情,16,chò-jîn-chêng,tso3jin5tsing5,cho3jin5cheng5,tsojintsing,chojincheng
tsuè-kong-tik,做功德,16,chòe-kong-tek,tsue3kongtik,choe3kongtek,tsuekongtik,choekongtek
tsò-kong-tik,做功德,16,chò-kong-tek,tso3kongtik,cho3kongtek,tsokongtik,chokongtek
tsuè-sai-kong,做司公,16,chòe-sai-kong,tsue3saikong,choe3saikong,tsuesaikong,choesaikong
tsò-sai-kong,做司公,16,chò-sai-kong,tso3saikong,cho3saikong,tsosaikong,chosaikong
tsuè-bî-sī,做唯是,16,chòe-bî-sī,tsue3bi5si7,choe3bi5si7,tsuebisi,choebisi
tsuè-bī-sī,做唯是,16,chòe-bī-sī,tsue3bi7si7,choe3bi7si7,tsuebisi,choebisi
tsò-bî-sī,做唯是,16,chò-bî-sī,tso3bi5si7,cho3bi5si7,tsobisi,chobisi
tsò-bī-sī,做唯是,16,chò-bī-sī,tso3bi7si7,cho3bi7si7,tsobisi,chobisi
tsuè-thôo-tsuí,做塗水,16,chòe-thô͘-chúi,tsue3thoo5tsui2,choe3thoo5chui2,tsuethootsui,choethoochui
tsuè-tuā-tsuí,做大水,16,chòe-tōa-chúi,tsue3tua7tsui2,choe3toa7chui2,tsuetuatsui,choetoachui
tsò-tuā-tsuí,做大水,16,chò-tōa-chúi,tso3tua7tsui2,cho3toa7chui2,tsotuatsui,chotoachui
tsòr-tuā-tsuí,做大水,16,chòr-tōa-chúi,tsor3tua7tsui2,chor3toa7chui2,tsortuatsui,chortoachui
tsuè-tuì-thâu,做對頭,16,chòe-tùi-thâu,tsue3tui3thau5,choe3tui3thau5,tsuetuithau,choetuithau
tsò-tuì-thâu,做對頭,16,chò-tùi-thâu,tso3tui3thau5,cho3tui3thau5,tsotuithau,chotuithau
tsuè-kang-á,做工仔,16,chòe-kang-á,tsue3kanga2,choe3kanga2,tsuekanga,choekanga
tsò-khang-khuè,做工課,16,chò-khang-khòe,tso3khangkhue3,cho3khangkhoe3,tsokhangkhue,chokhangkhoe
tsuè-tiàm-bīn,做店面,16,chòe-tiàm-bīn,tsue3tiam3bin7,choe3tiam3bin7,tsuetiambin,choetiambin
tsò-tiàm-bīn,做店面,16,chò-tiàm-bīn,tso3tiam3bin7,cho3tiam3bin7,tsotiambin,chotiambin
tsuè-tit-lâi,做得來,16,chòe-tit-lâi,tsue3titlai5,choe3titlai5,tsuetitlai,choetitlai
tsò-tit-lâi,做得來,16,chò-tit-lâi,tso3titlai5,cho3titlai5,tsotitlai,chotitlai
tsuè-ge̍h-lāi,做月內,16,chòe-ge̍h-lāi,tsue3geh8lai7,choe3geh8lai7,tsuegehlai,choegehlai
tsò-gue̍h-lāi,做月內,16,chò-goe̍h-lāi,tso3gueh8lai7,cho3goeh8lai7,tsoguehlai,chogoehlai
tsuè-sinn-li̍t,做生日,16,chòe-siⁿ-li̍t,tsue3sinnlit8,choe3sinnlit8,tsuesinnlit,choesinnlit
tsò-senn-ji̍t,做生日,16,chò-seⁿ-ji̍t,tso3sennjit8,cho3sennjit8,tsosennjit,chosennjit
tserè-sing-lí,做生理,16,chère-seng-lí,tsere3singli2,chere3sengli2,tseresingli,cheresengli
tsuè-sing-lí,做生理,16,chòe-seng-lí,tsue3singli2,choe3sengli2,tsuesingli,choesengli
tsò-sing-lí,做生理,16,chò-seng-lí,tso3singli2,cho3sengli2,tsosingli,chosengli
tsòr-sing-lí,做生理,16,chòr-seng-lí,tsor3singli2,chor3sengli2,tsorsingli,chorsengli
tsuè-sán-khuì,做瘦氣,16,chòe-sán-khùi,tsue3san2khui3,choe3san2khui3,tsuesankhui,choesankhui
tsò-sán-khuì,做瘦氣,16,chò-sán-khùi,tso3san2khui3,cho3san2khui3,tsosankhui,chosankhui
tsuè-bah-piánn,做肉餅,16,chòe-bah-piáⁿ,tsue3bahpiann2,choe3bahpiann2,tsuebahpiann,choebahpiann
tsò-bah-piánn,做肉餅,16,chò-bah-piáⁿ,tso3bahpiann2,cho3bahpiann2,tsobahpiann,chobahpiann
tsuè-tshàu-lâng,做臭人,16,chòe-chhàu-lâng,tsue3tshau3lang5,choe3chhau3lang5,tsuetshaulang,choechhaulang
tsò-tshàu-lâng,做臭人,16,chò-chhàu-lâng,tso3tshau3lang5,cho3chhau3lang5,tsotshaulang,chochhaulang
tsuè-tshin-tsiânn,做親情,16,chòe-chhin-chiâⁿ,tsue3tshintsiann5,choe3chhinchiann5,tsuetshintsiann,choechhinchiann
tsò-tshin-tsiânn,做親情,16,chò-chhin-chiâⁿ,tso3tshintsiann5,cho3chhinchiann5,tsotshintsiann,chochhinchiann
tsuè-gī-niū,做議量,16,chòe-gī-niū,tsue3gi7niu7,choe3gi7niu7,tsueginiu,choeginiu
tsò-gī-niū,做議量,16,chò-gī-niū,tso3gi7niu7,cho3gi7niu7,tsoginiu,choginiu
tsuè-khiàn-sńg,做譴損,16,chòe-khiàn-sńg,tsue3khian3sng2,choe3khian3sng2,tsuekhiansng,choekhiansng
tsò-khiàn-sńg,做譴損,16,chò-khiàn-sńg,tso3khian3sng2,cho3khian3sng2,tsokhiansng,chokhiansng
tsuè-thâu-tsîng,做頭前,16,chòe-thâu-chêng,tsue3thau5tsing5,choe3thau5cheng5,tsuethautsing,choethaucheng
tsò-thâu-tsîng,做頭前,16,chò-thâu-chêng,tso3thau5tsing5,cho3thau5cheng5,tsothautsing,chothaucheng
tsuè-hong-thai,做風颱,16,chòe-hong-thai,tsue3hongthai,choe3hongthai,tsuehongthai,choehongthai
tsò-hong-thai,做風颱,16,chò-hong-thai,tso3hongthai,cho3hongthai,tsohongthai,chohongthai
tsuè-thé-guē,做體藝,16,chòe-thé-gōe,tsue3the2gue7,choe3the2goe7,tsuethegue,choethegoe
tsò-thé-gē,做體藝,16,chò-thé-gē,tso3the2ge7,cho3the2ge7,tsothege,chothege
tsuè-lāu-lia̍t,做鬧熱,16,chòe-lāu-lia̍t,tsue3lau7liat8,choe3lau7liat8,tsuelauliat,choelauliat
tsuè-nāu-lia̍t,做鬧熱,16,chòe-nāu-lia̍t,tsue3nau7liat8,choe3nau7liat8,tsuenauliat,choenauliat
tsò-lāu-jia̍t,做鬧熱,16,chò-lāu-jia̍t,tso3lau7jiat8,cho3lau7jiat8,tsolaujiat,cholaujiat
tsò-nāu-jia̍t,做鬧熱,16,chò-nāu-jia̍t,tso3nau7jiat8,cho3nau7jiat8,tsonaujiat,chonaujiat
āinn-gín-á,偝囡仔,16,āiⁿ-gín-á,ainn7gin2a2,ainn7gin2a2,ainngina,ainngina
thau-tsuè-tshiú,偷做手,16,thau-chòe-chhiú,thautsue3tshiu2,thauchoe3chhiu2,thautsuetshiu,thauchoechhiu
thau-tsò-tshiú,偷做手,16,thau-chò-chhiú,thautso3tshiu2,thaucho3chhiu2,thautsotshiu,thauchochhiu
thau-thau-á,偷偷仔,16,thau-thau-á,thauthaua2,thauthaua2,thauthaua,thauthaua
thau-kā-ke,偷咬雞,16,thau-kā-ke,thauka7ke,thauka7ke,thaukake,thaukake
thau-kā-kue,偷咬雞,16,thau-kā-koe,thauka7kue,thauka7koe,thaukakue,thaukakoe
thau-tsáu-tshù,偷走厝,16,thau-cháu-chhù,thautsau2tshu3,thauchau2chhu3,thautsautshu,thauchauchhu
thau-tsáu-o̍h,偷走學,16,thau-cháu-o̍h,thautsau2oh8,thauchau2oh8,thautsauoh,thauchauoh
thau-tsáu-tsu,偷走書,16,thau-cháu-chu,thautsau2tsu,thauchau2chu,thautsautsu,thauchauchu
thau-tsia̍h-pōo,偷食步,16,thau-chia̍h-pō͘,thautsiah8poo7,thauchiah8poo7,thautsiahpoo,thauchiahpoo
ka-lé-hì,傀儡戲,16,ka-lé-hì,kale2hi3,kale2hi3,kalehi,kalehi
ka-lé-kuan,傀儡關,16,ka-lé-koan,kale2kuan,kale2koan,kalekuan,kalekoan
pn̄g-kuann-sè,傍官勢,16,pn̄g-koaⁿ-sè,png7kuannse3,png7koannse3,pngkuannse,pngkoannse
pn̄g-kuann-sì,傍官勢,16,pn̄g-koaⁿ-sì,png7kuannsi3,png7koannsi3,pngkuannsi,pngkoannsi
pn̄g-kuann-khuì,傍官氣,16,pn̄g-koaⁿ-khùi,png7kuannkhui3,png7koannkhui3,pngkuannkhui,pngkoannkhui
thuân-ka-pó,傳家寶,16,thoân-ka-pó,thuan5kapo2,thoan5kapo2,thuankapo,thoankapo
thn̂g-hiō-sû,傳後嗣,16,thn̂g-hiō-sû,thng5hio7su5,thng5hio7su5,thnghiosu,thnghiosu
thn̂g-hiō-sū,傳後嗣,16,thn̂g-hiō-sū,thng5hio7su7,thng5hio7su7,thnghiosu,thnghiosu
thn̂g-hiunn-ian,傳香煙,16,thn̂g-hiuⁿ-ian,thng5hiunnian,thng5hiunnian,thnghiunnian,thnghiunnian
siong-náu-kin,傷腦筋,16,siong-náu-kin,siongnau2kin,siongnau2kin,siongnaukin,siongnaukin
siong-náu-kun,傷腦筋,16,siong-náu-kun,siongnau2kun,siongnau2kun,siongnaukun,siongnaukun
hiau-hīng-tsînn,僥倖錢,16,hiau-hēng-chîⁿ,hiauhing7tsinn5,hiauheng7chinn5,hiauhingtsinn,hiauhengchinn
iu-thāi-phiò,優待票,16,iu-thāi-phiò,iuthai7phio3,iuthai7phio3,iuthaiphio,iuthaiphio
ín--lâng,允人,16,ín--lâng,in2lang5,in2lang5,inlang,inlang
ún--lâng,允人,16,ún--lâng,un2lang5,un2lang5,unlang,unlang
ín-thâu-lōo,允頭路,16,ín-thâu-lō͘,in2thau5loo7,in2thau5loo7,inthauloo,inthauloo
ún-thâu-lōo,允頭路,16,ún-thâu-lō͘,un2thau5loo7,un2thau5loo7,unthauloo,unthauloo
guân-siau-mê,元宵暝,16,goân-siau-mê,guan5siaume5,goan5siaume5,guansiaume,goansiaume
guân-siau-mî,元宵暝,16,goân-siau-mî,guan5siaumi5,goan5siaumi5,guansiaumi,goansiaumi
guân-tsióng-hiong,元長鄉,16,goân-chióng-hiong,guan5tsiong2hiong,goan5chiong2hiong,guantsionghiong,goanchionghiong
hiann-muē-á,兄妹仔,16,hiaⁿ-mōe-á,hiannmue7a2,hiannmoe7a2,hiannmuea,hiannmoea
hiann-tī-á,兄弟仔,16,hiaⁿ-tī-á,hiannti7a2,hiannti7a2,hianntia,hianntia
sian-sik-kiong,先嗇宮,16,sian-sek-kiong,siansikkiong,siansekkiong,siansikkiong,siansekkiong
sian-senn-niû,先生娘,16,sian-seⁿ-niû,siansennniu5,siansennniu5,siansennniu,siansennniu
sian-sinn-niû,先生娘,16,sian-siⁿ-niû,siansinnniu5,siansinnniu5,siansinnniu,siansinnniu
sin-senn-niû,先生娘,16,sin-seⁿ-niû,sinsennniu5,sinsennniu5,sinsennniu,sinsennniu
sian-senn-má,先生媽,16,sian-seⁿ-má,siansennma2,siansennma2,siansennma,siansennma
sian-sinn-má,先生媽,16,sian-siⁿ-má,siansinnma2,siansinnma2,siansinnma,siansinnma
sin-senn-má,先生媽,16,sin-seⁿ-má,sinsennma2,sinsennma2,sinsennma,sinsennma
sian--ê,先的,16,sian--ê,siane5,siane5,siane,siane
kong-ho̍k-khe,光復溪,16,kong-ho̍k-khe,konghok8khe,konghok8khe,konghokkhe,konghokkhe
kong-ho̍k-hiong,光復鄉,16,kong-ho̍k-hiong,konghok8hiong,konghok8hiong,konghokhiong,konghokhiong
kng-iànn-iànn,光映映,16,kng-iàⁿ-iàⁿ,kngiann3iann3,kngiann3iann3,kngianniann,kngianniann
kng-iām-iām,光炎炎,16,kng-iām-iām,kngiam7iam7,kngiam7iam7,kngiamiam,kngiamiam
kng-iānn-iānn,光焱焱,16,kng-iāⁿ-iāⁿ,kngiann7iann7,kngiann7iann7,kngianniann,kngianniann
kng-sih-sih,光爍爍,16,kng-sih-sih,kngsihsih,kngsihsih,kngsihsih,kngsihsih
kng-siám-siám,光閃閃,16,kng-siám-siám,kngsiam2siam2,kngsiam2siam2,kngsiamsiam,kngsiamsiam
kng-phiāng-phiāng,光龐龐,16,kng-phiāng-phiāng,kngphiang7phiang7,kngphiang7phiang7,kngphiangphiang,kngphiangphiang
bián-put-liáu,免不了,16,bián-put-liáu,bian2putliau2,bian2putliau2,bianputliau,bianputliau
bián-siàu-siūnn,免數想,16,bián-siàu-siūⁿ,bian2siau3siunn7,bian2siau3siunn7,biansiausiunn,biansiausiunn
bián-i̍k-li̍k,免疫力,16,bián-e̍k-le̍k,bian2ik8lik8,bian2ek8lek8,bianiklik,bianeklek
bián-tsînn-pn̄g,免錢飯,16,bián-chîⁿ-pn̄g,bian2tsinn5png7,bian2chinn5png7,biantsinnpng,bianchinnpng
thòo-á-bué,兔仔尾,16,thò͘-á-bóe,thoo3a2bue2,thoo3a2boe2,thooabue,thooaboe
thòo-á-bé,兔仔尾,16,thò͘-á-bé,thoo3a2be2,thoo3a2be2,thooabe,thooabe
ji̍p-lâi-khì,入來去,16,ji̍p-lâi-khì,jip8lai5khi3,jip8lai5khi3,jiplaikhi,jiplaikhi
li̍p-lâi-khì,入來去,16,li̍p-lâi-khì,lip8lai5khi3,lip8lai5khi3,liplaikhi,liplaikhi
ji̍p-tiûnn-kuàn,入場券,16,ji̍p-tiûⁿ-koàn,jip8tiunn5kuan3,jip8tiunn5koan3,jiptiunnkuan,jiptiunnkoan
ji̍p-tiûnn-kǹg,入場券,16,ji̍p-tiûⁿ-kǹg,jip8tiunn5kng3,jip8tiunn5kng3,jiptiunnkng,jiptiunnkng
li̍p-tiûnn-kuàn,入場券,16,li̍p-tiûⁿ-koàn,lip8tiunn5kuan3,lip8tiunn5koan3,liptiunnkuan,liptiunnkoan
li̍p-tiûnn-kǹg,入場券,16,li̍p-tiûⁿ-kǹg,lip8tiunn5kng3,lip8tiunn5kng3,liptiunnkng,liptiunnkng
lāi-kah-á,內䘥仔,16,lāi-kah-á,lai7kaha2,lai7kaha2,laikaha,laikaha
lǎi-kah-á,內䘥仔,16,lǎi-kah-á,lai6kaha2,lai6kaha2,laikaha,laikaha
lāi-hun-pì,內分泌,16,lāi-hun-pì,lai7hunpi3,lai7hunpi3,laihunpi,laihunpi
lāi-poo-hiong,內埔鄉,16,lāi-po͘-hiong,lai7poohiong,lai7poohiong,laipoohiong,laipoohiong
lāi-ôo-khu,內湖區,16,lāi-ô͘-khu,lai7oo5khu,lai7oo5khu,laiookhu,laiookhu
lāi-uan-suànn,內灣線,16,lāi-oan-sòaⁿ,lai7uansuann3,lai7oansoann3,laiuansuann,laioansoann
lāi-lî-á,內籬仔,16,lāi-lî-á,lai7li5a2,lai7li5a2,lailia,lailia
lāi-hâng-lâng,內行人,16,lāi-hâng-lâng,lai7hang5lang5,lai7hang5lang5,laihanglang,laihanglang
lāi-sī-kiànn,內視鏡,16,lāi-sī-kiàⁿ,lai7si7kiann3,lai7si7kiann3,laisikiann,laisikiann
lāi-bûn-khu,內門區,16,lāi-bûn-khu,lai7bun5khu,lai7bun5khu,laibunkhu,laibunkhu
tsuân-luí-tánn,全壘打,16,choân-lúi-táⁿ,tsuan5lui2tann2,choan5lui2tann2,tsuanluitann,choanluitann
tsuân-uí-huē,全委會,16,choân-úi-hōe,tsuan5ui2hue7,choan5ui2hoe7,tsuanuihue,choanuihoe
nn̄g-pah-peh,兩百八,16,nn̄g-pah-peh,nng7pahpeh,nng7pahpeh,nngpahpeh,nngpahpeh
nn̄g-pah-pueh,兩百八,16,nn̄g-pah-poeh,nng7pahpueh,nng7pahpoeh,nngpahpueh,nngpahpoeh
nňg-pah-pueh,兩百八,16,nňg-pah-poeh,nng6pahpueh,nng6pahpoeh,nngpahpueh,nngpahpoeh
pat-sian-toh,八仙桌,16,pat-sian-toh,patsiantoh,patsiantoh,patsiantoh,patsiantoh
pat-sian-tshái,八仙綵,16,pat-sian-chhái,patsiantshai2,patsianchhai2,patsiantshai,patsianchhai
pat-kuà-san,八卦山,16,pat-kòa-san,patkua3san,patkoa3san,patkuasan,patkoasan
pat-kuà-suann,八卦山,16,pat-kòa-soaⁿ,patkua3suann,patkoa3soann,patkuasuann,patkoasoann
peh-tè-tshù,八塊厝,16,peh-tè-chhù,pehte3tshu3,pehte3chhu3,pehtetshu,pehtechhu
pat-jī-kha,八字跤,16,pat-jī-kha,patji7kha,patji7kha,patjikha,patjikha
pat-lī-kha,八字跤,16,pat-lī-kha,patli7kha,patli7kha,patlikha,patlikha
pat-ka-tsiòng,八家將,16,pat-ka-chiòng,patkatsiong3,patkachiong3,patkatsiong,patkachiong
pat-tik-khu,八德區,16,pat-tek-khu,pattikkhu,pattekkhu,pattikkhu,pattekkhu
pat-tsiáng-khe,八掌溪,16,pat-chiáng-khe,pattsiang2khe,patchiang2khe,pattsiangkhe,patchiangkhe
pat-tsióng-khe,八掌溪,16,pat-chióng-khe,pattsiong2khe,patchiong2khe,pattsiongkhe,patchiongkhe
peh-táu-á,八斗子,16,peh-táu-á,pehtau2a2,pehtau2a2,pehtaua,pehtaua
peh-gue̍h-puànn,八月半,16,peh-goe̍h-pòaⁿ,pehgueh8puann3,pehgoeh8poann3,pehguehpuann,pehgoehpoann
pueh-ge̍h-puànn,八月半,16,poeh-ge̍h-pòaⁿ,puehgeh8puann3,poehgeh8poann3,puehgehpuann,poehgehpoann
pat-tsi-lân,八芝蘭,16,pat-chi-lân,pattsilan5,patchilan5,pattsilan,patchilan
pat-lí-khu,八里區,16,pat-lí-khu,patli2khu,patli2khu,patlikhu,patlikhu
pat-lí-hun,八里坌,16,pat-lí-hun,patli2hun,patli2hun,patlihun,patlihun
kong-sìn-li̍k,公信力,16,kong-sìn-le̍k,kongsin3lik8,kongsin3lek8,kongsinlik,kongsinlek
kong-bū-guân,公務員,16,kong-bū-goân,kongbu7guan5,kongbu7goan5,kongbuguan,kongbugoan
