tl,hanzi
tòng-làu-sái-io̍h,擋落屎藥
Sîn-king thiànn,神經疼
oo-sái,烏屎
lí-lōo,理路
khà-tshiú-ki-á,敲手機仔
Tòo-tīn-ti̍k-kong,鬥陣特攻
môo-siū-tsing-pà,魔獸爭霸
tông-sìng-luân,同性戀
ba̍k-tsiah-mn̂g-giap-á,目睫毛鋏仔
kóng tsi̍t-ê pì-kuat,講一个祕訣
lâu-uē,留話
bīn-tsheh,面冊
lah-sap-uē,垃圾話
hah Hân,哈韓
hah Ji̍t,哈日
khóng-bîng-ting,孔明燈
suí-tang-tang,媠噹噹
a-bîng,阿明
kāng-sìng-luân,仝性戀
phî-khá-tsiù,皮巧啾
lûn-pan-tshenn-jîn,輪班星人
lûn-pan-tshinn-jîn,輪班星人
khiang-á,勍仔
Ka-lo̍k-hok,家樂福
po̍k-kiat-bōng,爆吉夢
phín-hīng,品行
tsìnn-khian-á,糋圈仔
sio̍k-hue-lîng-ki,俗飛行機
suí-koo-niû,媠姑娘
siù-tsâi siù-tsâi khiâ bé lōng-lōng-lâi,秀才秀才騎馬弄弄來
ke-tsing-á,雞鐘仔
kue-tsing-á,雞鐘仔
bah-bâ,肉麻
thôo-pi-á,塗觱仔
thôo-pi-pu,塗觱哹
iáu-siū-kuí,夭壽鬼
tshit-hō kám-á-tiàm,七號𥴊仔店
tshài-thâu-kué,菜頭粿
tshài-thâu-ké,菜頭粿
khí ke-bó-phuê,起雞母皮
khí kue-bó-phê,起雞母皮
huan-huan,番番
bū-sà-sà,霧嗄嗄
kán-ná pat khuànn--kuè,敢若捌看過
sian-jîn-tsióng,仙人掌
sian-lîn-tsióng,仙人掌
sian-pa-tsióng,仙巴掌
sian-jîn-tsháu,仙人草
sian-lîn-tsháu,仙人草
tshì-kiû,刺球
kài-hué-tsháu,戒火草
kài-hé-,戒火草
bah-kám niû-lé,肉感娘嬭
Tâi-gí,臺語
Tâi-gú,臺語
tsíng-kah-tsián-á,指甲剪仔
kin-á-ji̍t siōng tuì-tâng,今仔日上對筒
sòo thiāu-á,溯柱仔
ka-ná-boo,金棒
bah-kám mē-á,肉感妹仔
pàng sán-khuì,放瘦氣
tì-huī-hîng tshiú-ki,智慧型手機
pin tsú tsīn huan,賓主盡歡
kin-á-ji̍t siōng tuì-tâng,今仔日上對同
khiàm tsi̍t kha,欠一跤
jiâu-sûn,皺巡
liâu-sûn,皺巡
bīn-sik pe̍h-si,面色白屍
kin-ji̍t siāng kong-tō,今日上公道
kin-li̍t siōng kong-tō,今日上公道
kin-á-ji̍t siōng súi-khùi,今仔日上媠氣
phoo,鋪
kiàn-siàu bô té,見笑無底
kián-siàu bô tí-tsí,見笑無底止
phōo khì mooh,抱去𢯾
bē-kham-tit huân,袂堪得煩
Phīnn-khang-tsiūnn,鼻空癢
Miāu-kap-á-tsíng-tsí,妙蛤仔種子
Miāu-kap-á-tsháu,妙蛤仔草
Miāu-kap-á-hue,妙蛤仔花
Sió-hué-liông,小火龍
bīn-sik pe̍h-sún-sún,面色白恂恂
hue pe̍h-sut-sut,花白sut-sut
í-á pe̍h sit-sit,椅仔白sit-sit
tsin giám-siâu,真儼潲
ba̋ng-sóo-khóo,ba̋ng-sóo-khóo
iân-tâu,緣投
bah-phìnn-á,肉片仔
kik bīn-tshiunn,激面腔
kî-lîn-lo̍k,麒麟鹿
sūn-sī,順序
Hué-khióng-liông,火恐龍
Phùn-hué-liông,噴火龍
Khah-mi-ku,卡咪龜
Tsuí-tsìnn-ku,水箭龜
Tshenn-tshì-moo-thâng,青刺毛蟲
Thih-kah-tāu,鐵甲豆
Pa-tuā-ia̍h-á,巴大蛾仔
To̍k-kak-thâng,獨角蟲
Thih-khak-tāu,鐵殼豆
Tuā-tsiam-phang,大針蜂
Pho-pho,波波
Pí-pí-tsiáu,比比鳥
Tuā-pí-tsiáu,大比鳥
Tuā-tshuì-tshiok,大喙雀
A-poh-tsuâ,阿卜蛇
A-poh-kuài,阿卜怪
Luî-khu,雷丘
tshiú-bué-la̍t,手尾力
tshiú-bé-la̍t,手尾力
tsiàn-kah-thâng,戰甲蟲
tshòng-siánn,創啥
puànn-suann-tóo,半山肚
khì-gia̍p-ka,企業家
sūn-sū,順序
gē-su̍t-phín,藝術品
kong-bū-uân,公務員
sing-bu̍t to-iūnn-sìng,生物多樣性
nî-siù,年獸
tsio̍h-hóo,石虎
hiòng-tsiân kiânn,向前行
tsian-pau,煎包
tsik-sî-thong,即時通
sū-gia̍p-suànn,事業線
sū-gia̍p-sûn,事業巡
kè-sǹg-ki,計算機
liap-kíng,攝襉
pe̍h-tshat,白漆
tsí-sàu-tse,止嗽劑
pháinn-sńg,歹耍
si̍t,翼
káu-bué,九尾
káu-bé,九尾
la̍k-bué,六尾
la̍k-bé,六尾
phî-phî,皮皮
tsíng-kah-tsián-á,指甲剪仔
sann-kha khiàm tsi̍t-kha,三跤欠一跤
tsíng-kah-iû,指甲油
tsia̍h puànn-tàu-á,食半晝仔
tìng-tsuá-ki,釘紙機
lâng-kang phah-tsíng,人工拍種
ian-tsi,胭脂
gá-suh-tân,瓦斯彈
iû-mī,油麵
tē-khè,地契
thiu-hueh,抽血
thiu-huih,抽血
thàu-lām--ê,透濫的
kuan-lo̍h-im,關落陰
kha-khiau,跤曲
tsíng-kah-iû,指甲油
tīng piān-tong,訂便當
hìng-khùn bâ,興睏貓
oo-lián,黑輪
Tâi tíng sann hun-tsing,台頂三分鐘，台跤十年功
tâi kha tsa̍p nî kong,台頂三分鐘，台跤十年功
uānn-thiap--ê,換帖的
siān-thâng-á,蟮蟲仔
bián kheh-khì,免客氣
lún--tsi̍t-ē,忍一下
liông-kut,龍骨
lîng-kut,龍骨
kip-tsín-sik,急診室
kha-āu-tóo,跤後肚
king-keh,間格
pue-phiat-á-kiû,飛𥐵仔球
pe-phiat-á-kiû,飛𥐵仔球
mài-koh tòng-lōo,莫閣擋路
tshiau-im-bi̍t-pô,超音密婆
khé-sih,Khé-sih
lu̍t sian,甪鉎
guá ài--lí,我愛你
kuann ngē huà,肝硬化
tsha-sio,叉燒
tsù-bûn,注文
ī-iok,預約
phū-lōng-kòng,phū-lōng-kòng
ik-tshiah-sng,溢刺酸
theh-puh,theh-puh
Phi-thi-thi,PTT
má-tsih,麻吉
nn̄g-á,卵仔
ki̋-moo-jī,奇檬字
tiān-khì-tshí,電氣鼠
hóng-á-kiánn,仿仔囝
Bē-tâng-lô,賣銅鑼
lak-tē-á-kuài-siù,橐袋仔怪獸
pó-puè-kiû,寶貝球
Má-tong-lôo,媽當奴
làng-káng,làng-káng
tiâu--tio̍h,牢著
ma-khu-to͘h,Ma-khu-to͘h
pang--khì,崩去
án-ne-sinn,按呢生
giâ-tsio̍h-lián,夯石輪
洪荒之力,洪荒之力
tsún-tsò,準做
Sóo-í guá kóng hit-ê sòo-suh-leh?,所以我講彼咧sòo-suh咧？
Pó-táu,寶斗
Pó-táu-tìn,寶斗鎮
Tuā-tsng,大庄
Tuā-tsng-hiong,大庄鄉
tshân-iûnn,田洋
tshân-iûnn-á,田洋仔
Tá-káu,打狗
Tánn-niau,打貓
Phî-khah-khu,皮卡丘
khiú-lîng-á,搝鈴仔
giú-lîng-á,搝鈴仔
kut-thâu hâm-sau,骨頭含梢
kut-thâu phànn,骨頭冇
sim-kuann-thâu pho̍k-pho̍k-tshíng,心肝頭噗噗惝
sim-kuann-thâu pho̍k-pho̍k-tsháinn,心肝頭噗噗惝
Khah-pí-siù,卡比獸
lo̍k-kôo-á-muâi,漉糊糜
lo̍k-kôo-á-bê,漉糊糜
siánn-mih-mi̍h-kiānn,啥物物件
bē-kiàn-siàu,袂見笑
buē-kiàn-siàu,袂見笑
tiān-thui,電梯
liân-lo̍k-phōo-á,聯絡簿
tu̍h-phuà bông-tiám,揬破盲點
iú-gî,友誼
bah-sò,肉燥
kiann pháinn-lâng,驚歹人
ti̍t-tsiap-tshī,直接飼
sìng-khì-kuan,性器官
lān-tsiáu-moo,𡳞鳥毛
tsi-bai-moo,膣屄毛
phak leh mā  tio̍h-tshìng,仆咧嘛著銃
ka-kī tshī,家己飼
lí leh kóng siánn siâu,你咧講啥潲
A-mí-pa-sìng tshiah-lī,amoeba性赤痢
tsu-mi̍h-ki,輜物機
ba̍k-thâu kat,目頭結
tsia̍h-pá bē,食飽袂
kiann kah gōng--khì,驚甲戇去
iâu-khòng-ki,遙控機
pênn-pang,平枋
pînn-pang,平枋
su-pú-lín-guh,su-pú-lín-guh
ún-hîng,隱形
ín-hîng,隱形
pún-uī,本位
tsián-jiông,剪絨
phah-ting-á,拍釘仔
pí hàm-kiànn koh-khah hàm,比譀鏡閣較譀
tsuí-gi̍k,水逆
tsuí-tò,水倒
oo-tóo-bái,oo-tóo-bái
oo-tóo-bái,烏肚䆀
kí-tiong-tsáinn,指中指
phuì-that-á,屁窒仔
ok-tsit,惡質
tshuì-kháu-uē,喙口話
uân-á,uân-á
khí-khì,起去
--khih-lih,起去
lūn-tsin,論真
sí-si,死屍
sńg-ī,耍奕
ī-sńg,奕耍
toh-tíng sńg-ī,桌頂耍奕
uì-tông,畏同
kiau-bân,嬌蠻
Lo-lá-é-bōng,Doraemon
khui-tshuì ham lia̍p-lia̍p tshàu,開喙蚶粒粒臭
tò-pān,倒扮
hia̍p-koh-sóng,拹閣爽
huat-ínn-tián,發穎典
hué-hôo,火狐
tòng-pha̍k-ko,擋曝膏
hông-pha̍k-ko,防曝膏
tán-uat,等斡
tòng-pha̍k-ko,擋曝膏
Thah-lô-pâi,塔羅牌
khīng,虹
phah-jī-puânn,拍字盤
khí-puânn,key盤
làu-khang-tsuā,落空逝
phō khì bong,抱去摸
phō khì bong,抱去摸
tsia̍h pn̄g,食飯
tuā-tòo-muh,大tòo-muh
uân-kong-kuán,圓栱館
Pó-khó-bōng,寶可夢
khah bān--leh,較慢咧
sí-khì--ah,死去矣
tóo-muh,tóo-muh
pì-kiat,祕結
Phoo-ké-moo-ǹg,Phoo-ké-moo-ǹg
mái-khuh,mái-khuh
tsiú-tsing tiòng-to̍k,酒精中毒
kin-bah,筋肉
píng-pak,反腹
thiànn-hong,疼風
ê-á,鞋仔
tshì-juh,tshì-juh
siat-kè-su,設計師
tuī-tn̂g,墜腸
luān-sú-siūnn,亂使想
tsāu lân-san--ê,找零星的
hái-khiā,海徛
lân-san-bah,零星肉
tsí-bí,紫米
ik-tshiah-sng,溢刺酸
náu-liû,腦瘤
kha-āu-kin,跤後跟
siàm-jiō,滲尿
tsāu-tsînn,找錢
khuìnn-ua̍h,快活
ne-óng,嬭枉
tshut-thâu-thinn,出頭天
tang-hún,冬粉
bīn-tsheh,面冊
kiò tiān-uē,叫電話
kâm hueh bū thinn,含血霧天
kiann-thinn-tāng-tē,驚天動地
Phah tn̄g tshiú-kut tian-tò ióng,拍斷手骨顛倒勇
tiong-lâng,中人
sio-ke̍h,相扴
giâ-kê,夯枷
kàn-lín-niâ,姦恁娘
tsha̍k-ba̍k,鑿目
Bí-kok kuah-pau,美國割包
thâu gông-gông,頭楞楞
khui-to-pâng,開刀房
pàng-sái,放屎
án-tsuánn-kóng,按怎講
bīn-tsheh,面冊
tâi-lô,台羅
lóo-tsuâ,魯蛇
ī-hông-siā,預防射
tang-hún,冬粉
kuì-hū-lâng,貴婦人
sa̋n-tóo-it-tsih,sa̋n-tóo-it-tsih
sió-khak-hīng,小確幸
hông-pha̍k,防曝
jī-sì-sió-sî,二四小時
tshit--ê,七的
kòng-kiû,摃球
mî-á-ki,綿仔枝
sio̍k-pháng-kauh,sio̍k-pháng-𩛩
tio̍h-m̄-tio̍h,著毋著
pàng-sái,放屎
tì-tsiòng,智障
tsim-tsiok,斟酌
tiān-sī-tâi,電視台
hīnn-khang senn pau-phuê,耳空生包皮
se-tsng,梳妝
tiàm-kha-tsa-bóo,踮跤查某
tiánn-pinn-liâm,鼎邊黏
sim-tiān-tôo,心電圖
sio̍k-bé,俗買
khin,氫
hāi,氦
nái,氖
li̍k,氯
bí,鎂
hiù,溴
phî,鈹
tik-hīng,德行
bīn-tsheh,面冊
kám-á-tiàm,𥴊仔店
tsok-sit,作息
bē-sóng,袂爽
té-kûn,短裙
ha̍k-ūn,學運
tu̍h-lān,揬𡳞
Lí sī siánn-lâng,你是啥人
khuìnn-ua̍h,快活
Ò-mn̂g,澳門
a-tsa,腌臢
lah-sap,垃圾
bûn-tshòng,文創
gín-á-hiann,囡仔兄
gín-á-tsé,囡仔姊
tshì-kui,刺䲅
khai-hòng guân-sí-bé,開放原始碼
suî-sin-tia̍p,隨身碟
ànn-thâu-tso̍k,向頭族
kâu-thô-á,猴桃仔
sió-pîng-iú,小朋友
iáu-siū,夭壽
mài lo-so,莫囉嗦
lah-sap,垃圾
lâ-sâm,垃儳
a-tsa,腌臢
kiann-lâng,驚人
kâu-thô-á,猴桃仔
ài Tâi-gí,愛臺語
Pho-khe-bóng,波科魍
Ut-lut,膃肭
Hái-tshat-ông,海賊王
ba̍k-tsiu-kînn,目睭墘
uān-hîm,浣熊
tiâu-tshù-tsa-bóo,牢厝查某
tiàm-khang-ku,踮空龜
âm-khang-ku,涵空龜
too-king,都更
khàm-hâ-ko,崁瑕膏
sio-kiû,燒球
hué-tshenn-bûn,火星文
hé-tshinn-bûn,火星文
tiàm-khang-ku,踮空龜
nuā-sìng,爛性
būn-pn̄g,悶飯
tshoo-tshuì,粗喙
hái-thē,海䖳
that-tó-ke,窒倒街
muá-suann-phiânn,滿山坪
tshiú tsiān,手賤
tsàn-tshâ-king,棧柴間
tshâ-tshù-á,柴厝仔
pháinn-kut-té,歹骨底
khiām-tshuì,儉喙
an-tshin-pan,安親班
hù-kià,副寄
kiam-kià,兼寄
pn̄g,飯
pī-īn,避孕
pī-ūn,避孕
thinn-ting,天燈
thian-ting,天燈
an-tshin-pan,安親班
li-kōo,li-kōo
tiān-sàu-tshiú,電掃帚
tho-lu-kî,tho-lu-kî
khip-tîn-khì,吸塵器
tang-lóo,tang-lóo
ling-khí,奶齒
ni-khí,奶齒
gín-á-khí,囡仔齒
khip-tshing-khì,吸清器
Thóo-ní-kî,土耳其
Gô-lô-su,俄羅斯
Gô-lô,俄羅
Lōo-se-a,露西亞
san-hōo-tàn-sak,刪予擲捒
sit-hóng-tsú,實況主
ing-hiông-liân-bîng,英雄聯盟
sio-khòo,燒褲
jua̍h-khòo,熱褲
hū-kho,婦科
ai pē khàu niû-lé,哀爸哭娘嬭
tuā-bē-tiûnn,大賣場
bāng-ia̍h siat-kè,網頁設計
khai-káng-king,開講間
thuân-su-suànn,傳輸線
uì-kuânn,畏寒
phuê-hu-kho,皮膚科
phê-hu-kho,皮膚科
liān-sin-king,練身間
ting-ji̍p,登入
kún-ká,滾絞
ká-thiànn,絞疼
tsuí-kóo,水鈷
khòng-tsoo-tsit-an,抗組織胺
sing-bu̍t-kho-ki,生物科技
phênn-ka-sū,彭佳嶼
khut-kiông,倔強
siok-bo̍k,寂寞
sann-pó,三寶
tsō-iū-bîng,座右銘
nāi-bí,奈米
ku-kòo,龜顧
tiàm-thâu,店頭
tiān-khip-á,電吸仔
tshiam-kàu,簽到
sàm-sóng,三爽
se-bùn,se-bùn
phō-khe-bóng,抱魁魍
tsuí-ôo,水壺
tsù-kái,註解
thuân-sìn-suànn,傳訊線
tshinn-koo-sòo,青菇素
phe-ne-se-lîn,批呢西仁
bih-miâ,覕名
tshàng-miâ,藏名
tsu-tai,書呆
n̂g-la̍h-á,黃蠟仔
n̂g-thán,黃疸
pháinn-tshuán-khuì,歹喘氣
tsheh-ku-á,冊龜仔
tshiú-bīn-tâi,手面台
hàn-pó,漢堡
hām-bah-kap,和肉敆
sîn-king-kho,神經科
Sé-bīn--ê,洗面的
thuân--khí-lih,傳起去
li tsiòk thó-ià,你足討厭
hûn-tíng,雲頂
hûn-tuan,雲端
tshuā-lōo-ki,𤆬路機
pih-kang,鱉公
pih-bú,鱉母
hōo lâng khí ke-bó-phuê,予人起雞母皮
sé-tshiú-tâi-á,洗手台仔
khí-bah-pho,起肉波
Tsuân-liân,全聯
hì-phā,肺疱
oo-niau,烏貓
oo-niau-á-bú,烏貓仔母
Soo-keh-lân,蘇格蘭
nâ-âu-kńg,嚨喉管
bah-phìnn,肉片
khan soh thiàu khàm,牽索跳崁
tsāi-lí-kiânn,在你行
it-khá-thong,一卡通
tshik-tshì,測試
Sé-bún-i̍t-lé-bùn,Sé-bún-i̍t-lé-bùn
tuā-náu,大腦
mî-á-ki,棉仔枝
kiù khóo kiù lān,救苦救難
tāi-tsû-tāi-pi,大慈大悲
huē-sit-lé,會失禮
tê-ki-á,茶機仔
lōo-lê,露螺
Lô-li̍k-sū,勞力士
mn̂g-kńg-khang lóng khiā--khí-lâi,毛管空攏徛起來
tsio̍h-un-luán,石溫暖
sóng-tsáu,爽走
ta-piān-sóo,焦便所
hún-bī iú--ê,粉味友的
ping-guân,冰原
Oo-niau bú-lú,烏貓母女
oo-phìnn,烏片
hiau,囂
tsu,珠
si̍p-kok-bí,十穀米
sè-tshut-á,細齣仔
Sè-kí tè-kok,世紀帝國
khiáu-tshiú-ki-á,巧手機仔
lōo-tâi,露台
thâu-hîn,頭眩
tuā-thâu-bú,大頭拇
âu,喉
hô-ní-bông,荷爾蒙
ho͘-lú-bóng,荷爾蒙
Kiânn-lōo-tsháu,行路草
Tshàu-tshàu-hue,臭臭花
Pà-ông-hue,霸王花
Niau-láu-tuā,貓老大
Kâu-kuài,猴怪
Báng-á-hiunn-tōo-kuái-á,蠓仔香肚胿仔
Báng-á-hiunn-kun,蠓仔香君
To̍k-tshì-thē,毒刺䖳
phō-khí-moo,抱起毛
lián-kiû,碾球
thau-ni-thau-liàm,偷拈偷捻
tiān-hang-siunn,電烘箱
thâi-ti--ê,刣豬的
to̍k-kak-sian,獨角仙
to̍k-kak-ku-á,獨角龜仔
thih-gû-á,鐵牛仔
tau-thâng,兜蟲
sún-ku,筍龜
sai-kak-kim-ku,犀角金龜
giâ-thih-lián,夯鐵輪
lo̍k-kak-ku,鹿角龜
tshiū-ku,樹龜
tshâ-ku,柴龜
ta-sàu,焦嗽
sái-pue-khí,屎桮齒
hām-bîn,陷眠
giô--ê,蟯的
liông-kut,龍骨
tsìng-tsu,種珠
io-tsiah-kut,腰脊骨
hō-luh-bóng,hō-luh-bóng
phō-khì-moh,抱去瘼
liú-lia̍h,扭掠
lio̍h-á ū,略仔有
hô-bé,河馬
ling-sûn,奶巡
suî-ē-thong,隨會通
tuā-khoo-ting,大箍丁
tuā-khoo-khoo-ting,大箍箍丁
Nǹg-suann-tshí,軁山鼠
ka-kī lâi,家己來
sió kī-tàn,小巨蛋
Be̍h-tong-lô,麥當勞
khuán-sè tsong-tshin-huē,勸世宗親會
tshuì-tûn-ko,喙脣膏
ki-á-thn̂g,枝仔糖
tsíng-kah-tshái,指甲彩
lí ài--guá,你愛我
tìng-tsuá-ki,釘紙機
Kńg-tang,廣東
tiān-hang-lôo,電烘爐
sū-gia̍p-suànn,事業線
Luî-tiān-kiû,雷電球
gá-suh-tuânn,瓦斯彈
tshiám-hang-bah,攕烘肉
iap-iap-thiap-thiap,揜揜貼貼
hùn-liān su,hùn-liān su
thàu-tsíng-á,透種仔
pó-khòng-la̍t-tsuí-tik,寶礦力水得
iâu-khòng,遙控
khok,扣
gue̍h-king,月經
gue̍h-sìn,月信
gue̍h-sū,月事
thian-kuì-suí,天癸水
Phài-tuā-tshenn,派大星
bi̍t-pô,密婆
khí-moo-jī,起毛字
lak-tē-á-iau-kuài,橐袋仔妖怪
khîng-tsînn,窮錢
lu tshiú-ki-á,攄手機仔
bí-kok kuah-pau-tiàm,美國割包店
Bē-tàng-lāu,袂當老
tsông-tsînn,傱錢
phian-khe-khih,偏溪缺
Phái-sòng,Phái-sòng
Phah-sóng,拍爽
kha-tshng-tiàm,尻川店
phu̍h-ting,浡丁
jû-tshú tsit-pan,如此這般
bān-tsáu,慢走
tsing-lîng,精靈
tshiah-hueh-kiû,赤血球
pó-hiám-thò,保險套
pué tshiú-ki-á,掰手機仔
e-móo-jih,e-móo-jih
e-móo-jih,e-móo-jih
huē-bûn-jī,繪文字
huē-bûn-jī,繪文字
lu ki-á,攄機仔
án-ne,按呢
sî-kè-kó,時計果
tiuh-tiuh,搐搐
Tāi-á-ông,𩸙仔王
tsioo-kóo-lè-tòo,tsioo-kóo-lè-tòo
tsi-ku-la̍t,芝車力
pháng,麭
Ha̍k-sing kè-sǹg-ki nî-huē,學生計算機年會
kim-suan,金萱
ké--ê,假的
sio̍k-pháng,俗麭
to-sū,多士
Só-ut,Só-ut
Siú-ní,首爾
khiáu-khik-li̍k,巧克力
tsu-kóo-la̍t,朱古力
jû-ka,瑜伽
jû-ka,瑜伽
ióo-kah,ióo-kah
ióo-kah,ióo-kah
suan-bîn,酸民
ne-kut-tái,ne-kut-tái
sà-suh,sà-suh
hīnn-phīnn-âu-kho,耳鼻喉科
ài-khùn,愛睏
lāu-ôo,漏壺
ling-tsuânn,奶泉
phīnn-keh-king,鼻隔間
sim-kénn-that,心梗窒
pínn-thô-tsuânn,扁桃泉
tshò-siong,挫傷
kuann-iām-B,肝炎B
thôo-hún-sat,塗粉蝨
khiáu-ki-á,巧機仔
iu-iu-á-thiànn,幽幽仔疼
Sóo-í guá kóng hit-ê ùn-liāu leh?,所以我講彼咧搵料咧？
lān-muā,𡳞蔓
iau-kuânn-gō,枵寒餓
ti̍t-tsiap tshī,直接飼
thia̍p-á,疊仔
ām-kui-sàn,頷胿腺
tāi-kau,代溝
pió-tuann,表單
kuann-bāng,官網
kháu-tsō,口座
sak po̍k--khì,捒爆去
tó--leh mā tio̍h-tshìng,倒咧嘛著銃
mài mn̄g tsin khióng-pòo,莫問真恐怖
ba̍k-thâu tsi̍t-ē kat,目頭一下結
Tâi-gí án-tsuánn liām,台語按怎唸
tshâ-tè-á,柴塊仔
kap-tshâ-thiāu,佮柴柱
tshâ-thia̍p-á,柴疊仔
sio-kik-thâu-náu,相激頭腦
kan-á-tshī,矸仔飼
tiàm-khang-ku,踮空龜
hi-gí-si̍t-siōng,虛擬實像
khì-ióng-hu̍t-thn̂g-hu̍t-sng,去氧核糖核酸
ú-môo-kiû,羽毛球
Tang-tsio̍h,東石
siàu-hō,數號
to-tshī-thuân-suat,都市傳說
bî-tiān-náu,微電腦
kuí-ông,鬼王
khip-siu put-liông,吸收不良
Tâi-lô phing-im,臺羅拼音
oo-àm-hîn,烏暗眩
náu-iām,腦炎
